sample_id,body_text,uid_email,annotator_2_A,annotator_2_B,annotator_2_C,notes
10,"The candidates will make their pitches for how they can defeat Trump, but we can't stop there.
Friend –
Seven Democratic candidates are gearing up to take the stage tonight in New Hampshire. With just four days before the first-in-the-nation primary, the stakes have never been higher. But that's not the only reason why:
Trump's acquittal this week, orchestrated by Mitch McConnell in a trial with no witnesses or evidence, means that the only way to hold Republicans accountable is at the ballot box.
Since Senate Republicans refused to take Trump's crimes seriously, it's up to us to defeat his agenda and his allies in the states. That starts with a strong leader at the top of the ticket – and the seven amazing candidates on stage tonight.
If winning in November is the only way to make Republicans pay for their actions, we need to start gearing up now to take victory at every single level.
The stakes have never been higher. Before the debate starts, chip in $10 to help defeat Trump's allies and elect more state Democrats >>
If you've stored your payment information with ActBlue Express, your donation will process immediately.
Donate $10 now »
Donate $25 now »
Donate $50 now »
Donate $100 now »
Chip in another amount »
By acquitting Trump for crimes he openly admitted committing, Republicans tried to absolve themselves of any and all responsibility to the Constitution. That's what makes the 2020 elections so crucial.
This fight is far from over. It will continue in tonight's Democratic debate, then tomorrow when we keep organizing and mobilizing like never before. We need everyone to take part.
Tonight, the attention will shift from Trump's crimes and the Republicans' coverup, to the Democrats leading the charge against them. We MUST use this moment to seize the advantage. Pitch in $10 tonight to elect state Democrats and hold corrupt Republicans accountable >>
Thanks,
Team DLCC
DONATE
Democratic Legislative Campaign Committee
1225 Eye Street NW Suite 1250, Washington, DC 20005
Not authorized by any candidate or candidate's committee.
Contributions or gifts to the DLCC are not tax deductible.
The Democratic Legislative Campaign Committee and Grassroots Victory PAC are dedicated to winning and defending Democratic majorities in state legislatures across the country. This message was sent to [[EMAIL_REDACTED]] because you are a part of our grassroots network.
Emails are a crucial way to stay in touch with our supporters. Please add us to your address book or safe senders list to ensure timely election updates.
We're fighting to elect Democrats and advance a progressive vision in the states. Our success depends on grassroots donors like you. Ninety-eight percent of our donors give less than $200, and two-thirds give less than $20. To make a contribution, please click here. To unsubscribe and stop receiving emails about our efforts, please click here.",1d471c67b1c20fce8c52501e163e130c,0,0,0,"A lot of Democratic e-mails refer to ""Trump's crimes."""
11,"Alex,
Last week the MNGOP, the House Republican Caucus and the Senate Republican Caucus unleashed it’s animosity toward MAGASOTA, its members and insulted grassroots activists across the state.
From the moment MAGASOTA launched we have been under attack. Sadly those attacks have been lies, mischaracterizations and smear campaigns. They have been constant and ongoing by RINOs and other activists who supposedly support our president.
Thursday the MNGOP led by chair Jennifer Carnahan, the Senate Republican Caucus led by Senator Paul Gazelka and House Minority leader Kurt Daudt , with your tax dollars, created a website that features MAGASOTA, a pro life group and a pro gun group as scammers.
This is a serious allegation that has no merit. They are accusing us of something criminal. No crime has been committed. No one has been scammed. It is truly pathetic to know that our elected officials who are paid by our tax dollars would spend your tax money and waste valuable time going after Trump supporters.
The swamp is alive and well right here in St Paul. Why aren’t they putting effort into denouncing America hating Ilhan Omar? Why aren’t they lowering our taxes? Why are they funding the fraudulent DHS? Why do they continue to infringe on our rights? Why are they voting on unconstitutional omnibus bills and funding abortion? Why are they giving themselves a raise?
Who are the real scammers?
They would rather spend time and money going after taxpayers, voters, grassroots activists, Trump supporters and people who love freedom and liberty- Americans.
This is the most outrageous attack on MAGASOTA and members. This is a Minnesota version of what President Trump has gone through in DC. Tragically the MNGOP is attacking it’s very own supporters. The Trump haters in this state are coming out of the closet. Are they afraid of losing their power? Are they afraid of WE THE PEOPLE?
MAGASOTA’s mission has been clear from the beginning and hasn’t changed. We are here to win Minnesota for President Trump.
This attack is sickening and without merit, tarnishing the reputation of the good people working for President Trump. It’s a play straight out of Saul Alinsky’s Rules for Radicals.
MAGASOTA will not be stopped. We know our supporters and members see right through the slander and libel, and will continue to work for President Trump. Read what they published on their website about MAGASOTA.
“ these scammers aren’t affiliated with the official campaign in any way, shape or form.”
“The MAGAsota folks are diverting valuable volunteer time to an effort that will have a marginal effect on the actual election. Remember, Minnesota has not voted for a Republican Presidential candidate since 1972 so it will take everyone “rowing the boat” in the same direction”
“There has never been a more robust effort in the state of Minnesota. Efforts like MAGAsota look good on the surface but without coordination with the real campaigns, ultimately result in a waste of valuable volunteer time.”
So because we are not affiliated with the “official campaign” our efforts will be marginal? Diverting valuable volunteer time? No -we are actually doing the work.
Do you really think President Trump would support this kind of BS? No. He would not. He would welcome any support and effort put forth on his behalf.
President Trump has been the outsider and remains the outsider. He is working to drain the swamp-not be a part of it.
Then on Friday the MNGOP sent an email to everyone in the state standing behind their false allegations of scamming. Let me tell you what they said.
“Despite those great strides, the foundation of who we are as Minnesota Republicans is being assaulted and manipulated by outside groups posing as Trump supporters and leaders.”
Those are pretty strong baseless allegations. MAGASOTA has not assaulted anyone nor has anyone been manipulated. MAGASOTA members are free to come and go as they please. Our members are “free thinkers”. Why is the mngop assaulting the intelligence of our members?
“These groups prey on low information activists that love our President- and manipulate those activists to get involved in efforts that cause harm to our President’s ability to win Minnesota”.
The GOP Party leadership believes that YOU are low information activists because you don’t tow the line for them.
Hillary Clinton called us Deplorables. Now our own Republican party is calling us “low information”. I think not.
No one is causing harm to the President. It’s the party that is causing harm to the President. They are dividing supporters -not MAGASOTA. Our state hasn’t won a Republican Presidential race since 1972.
This is on the party-not me and not you! Own up to your own failures MNGOP.
“These groups also actively work against Republicans in our state- which hurt our chances to hold the majority in the State Senate and win back the State House.”
More lies. We are endorsing one candidate and supporting one race. President Trump. If Trump doesn’t win we all lose!
“We have one goal in this state- to elect Republicans up and down the ballot. Any outside group or entity that tries to use our activists and leaders to work against our President and fellow Republicans will not be accepted by our party. We are standing strong with our Repuclicna partners at the RNC, Trump Victory, NRcc, NRSC, Minnesota House and MInnesota State Senate.”
Who is the party to lay claim on activists and volunteers? They do not own you. The arrogance of this statement is nauseating.
And finally the party is making it very clear that MAGASOTA or any other grassroots effort is REJECTED BY THEM!
“Turn out to caucus and don’t let the scammers take over our party and run us into the ground.”
Really? That is what they think about us? That we will participate in the political process, take over “our” party and run “us” into the ground. This is just unbelievable. This party does NOT want Trump supporters participating.
Finally my friend, MAGASOTA is a PAC. We by law cannot work in direct coordination with a campaign. We will be using our financial resources to support our effort to win Minnesota for President Trump. Our members have already been going door to door, making thousands of phone calls, participating in MAGASOTA meetups, sending thousands of email and more. Our efforts remain in Minnesota. Our calls stay in Minnesota.
President Trump has claimed Minnesota. WE are not going to disappoint him.
2020 is likely our last chance to elect a Republican President in this state. I do not believe in my life time there will be another opportunity. Communism has taken hold in [[URL REDACTED]]
Your support of MAGASOTA is needed now more than ever! Please show the MN GOP that we are the opposite of ‘low information activists’ by working with us!
CONTRIBUTE $10 A MONTH
2020 is about Freedom and Liberty!!
-Michele Even
-=-=-
MAGASOTA · United States
This email was sent to [[EMAIL_REDACTED]]. To stop receiving emails, click here.
-=-=-
Created with NationBuilder, software for leaders.",47f6357f8cc6c08e5415d21d4c1a6a1d,0,0,0,reference to boogeywoman Ilhan Omar
12,"the future of the Senate and the Supreme Court could come down to this
Alternate text
Hi , it’s Tom Cotton, Senator for Arkansas. I’m reaching out today about Dr. Roger Marshall, our Republican nominee for U.S. Senate in Kansas.
Dr. Marshall is a pro-life physician who’s delivered more than 5,000 babies. He’s a fellow veteran who’s tough on crime and will work to END our dependence on China.
Chuck Schumer and the radical left have made Dr. Marshall one of their TOP targets this year. In fact, liberal donors have flooded Kansas with $10 MILLION to prop up Dr. Marshall’s opponent — a pro-abortion, pro-amnesty, and pro-Green New Deal radical Democrat.
I need Dr. Marshall in the Senate to fight with me against Communist China and the liberal mob — and to PROTECT THE SUPREME COURT. And I’m personally asking YOU to help him WIN. Will you rush a donation to help Dr. Marshall’s team reach their End of Quarter goal RIGHT NOW?
RUSH DONATE $250
RUSH DONATE $100
RUSH DONATE $50
RUSH DONATE $15
RUSH DONATE OTHER AMOUNT
Democrats need FOUR seats to flip the Senate — and they’ve made Dr. Marshall and Kansas a TOP TARGET.
And if they win in Kansas, they’ll be one step closer to forcing their socialist agenda of PACKING the Supreme Court, defunding the police, mass amnesty, and the Green New Deal on the American people.
Dr. Marshall is fighting to take Kansas off Chuck Schumer’s map, but he needs our help. I’m personally asking YOU to join me in standing with Dr. Marshall for U.S. Senate.
Please, rush a donation of $15, $50, or even $100 RIGHT NOW.
We’re counting on your swift response.
In service,
Alternate text
Senator Tom Cotton
RUSH DONATE
Doc is running a campaign for Kansans, powered by Kansans. He's defending life. He's standing for our jobs, our families, and our faith.
He's going to take our Kansas values to the U.S. Senate, but he can't get there without your help.
We know we send a lot of emails, but we're counting on you. The truth is, these emails are the key to keeping our supporters updated on ways they can make a difference.
Kansans for Marshall
PO Box 1588
Great Bend, KS 67530
To update your profile or unsubscribe from future emails, click here.
Alternate text",6ed3f34f0ee8fe0244f694d3a346a4b3,1,1,0,
13,"Our July 4th celebrations are taking on a very different meaning this year.
Democratic Party of Oregon Logo
Alex,
Our July 4th celebrations are taking on a very different meaning this year.
We're usually excited to share with you information about ways to celebrate with Democrats in your area, whether it's picnics, parades, fireworks, or other festivities.
But the COVID-19 pandemic has cancelled those gatherings, and we want to strongly urge you and your loved ones to keep your July 4th celebrations local, and small.
Governor Kate Brown's face covering requirement for public indoor spaces is now in place across all of Oregon, and it's critical that all of us look out for each other and do our part to help stop the spread of the virus.
July 4th also takes on a deeper meaning in light of the widespread protests for racial justice and against police brutality.
The last few weeks have seen hopeful signs of progress here in Oregon.
In last week's special session, the Oregon Legislature declared affirmatively that Black Lives Matter, and passed laws to reform police accountability. I want to thank the Oregon Legislature's BIPOC Caucus for their inspiring leadership in passing those measures, and look forward to working alongside them as we move to create a more just society here in Oregon.
But this is just the beginning of that work, and as many of us take time today to celebrate the founding of our nation, we must also take time to reckon with America's original sin — slavery — and the fact that we are still dealing with its consequences more than 150 years since its abolition.
Frederick Douglass in 1856, around 38 years of age
Frederick Douglass in 1856
Personally, it's an opportunity to revisit one of the most cutting assessments of our Independence Day, delivered by Frederick Douglass in 1852:
""Fellow-citizens, pardon me, allow me to ask, why am I called upon to speak here to-day? What have I, or those I represent, to do with your national independence? Are the great principles of political freedom and of natural justice, embodied in that Declaration of Independence, extended to us? ... I am not included within the pale of this glorious anniversary! Your high independence only reveals the immeasurable distance between us. The blessings in which you, this day, rejoice, are not enjoyed in common. The rich inheritance of justice, liberty, prosperity and independence, bequeathed by your fathers, is shared by you, not by me. The sunlight that brought light and healing to you, has brought stripes and death to me. This Fourth July is yours, not mine. You may rejoice, I must mourn. ... Fellow-citizens, above your national, tumultuous joy, I hear the mournful wail of millions! whose chains, heavy and grievous yesterday, are, to-day, rendered more intolerable by the jubilee shouts that reach them.
[[URL REDACTED]], to the American slave, is your 4th of July? I answer; a day that reveals to him, more than all other days in the year, the gross injustice and cruelty to which he is the constant victim. To him, your celebration is a sham; your boasted liberty, an unholy license; your national greatness, swelling vanity; your sounds of rejoicing are empty and heartless; your denunciation of tyrants, brass fronted impudence; your shouts of liberty and equality, hollow mockery; your prayers and hymns, your sermons and thanksgivings, with all your religious parade and solemnity, are, to Him, mere bombast, fraud, deception, impiety, and hypocrisy-a thin veil to cover up crimes which would disgrace a nation of savages. There is not a nation on the earth guilty of practices more shocking and bloody than are the people of the United States, at this very hour.""
Douglass, rightly so, doesn't mince any words. But he closes his speech looking forward, with a glimmer of hope:
""Allow me to say, in conclusion, notwithstanding the dark picture I have this day presented, of the state of the nation, I do not despair of this country. There are forces in operation which must inevitably work the downfall of slavery. ... I, therefore, leave off where I began, with hope. While drawing encouragement from ""the Declaration of Independence,"" the great principles it contains, and the genius of American Institutions, my spirit is also cheered by the obvious tendencies of the age. Nations do not now stand in the same relation to each other that they did ages ago. No nation can now shut itself up from the surrounding world and trot round in the same old path of its fathers without interference. The time was when such could be done. Long established customs of hurtful character could formerly fence themselves in, and do their evil work with social impunity. Knowledge was then confined and enjoyed by the privileged few, and the multitude walked on in mental darkness. But a change has now come over the affairs of mankind.""
You can read the full text of Douglass' address here.
From all of us at the Democratic Party of Oregon, please stay safe, stay local, and stay healthy this weekend.
Thank you,
KC Hanson
Chair
Democratic Party of Oregon
* * *
Facebook Twitter Instagram
Donate to the Democratic Party of Oregon
Paid for by the Democratic Party of Oregon | Not authorized by any candidate or candidate's committee | [[URL REDACTED]]
Democratic Party of Oregon
232 NE 9th Ave.
Portland, OR 97232
United States
This email was sent to [[EMAIL_REDACTED]]
Reaching and communicating with Oregon Democrats and our supporters is critical for the Democratic Party of Oregon as we work to keep electing Democrats up and down the ballot.
If you'd like to only receive our most important messages, please click here. If you believe you received this message in error, or wish to no longer receive our messages, you can unsubscribe, but it will be much more difficult for us to reach you with important information on how to stay involved and elect Democrats.",1247cae4f2c1c3e832cf60e9726cee71,0,0,0,
14,"Alex,
My opponent just became the first candidate in our race to go negative.
In a TV ad that launched yesterday, appointed Representative Perrin Jones accuses me of talking about ""weakening our police departments."" His proof? That I support common-sense investments in police accountability through body cameras, de-escalation training, and a statewide independent oversight committee made up of members from both the law enforcement and civilian community. All of these proposals would actually improve trust between our police and communities, as well as give additional funding to our law enforcement agencies.
This was the first TV ad of my opponent's entire campaign. Instead of presenting a positive vision that stands on its own merits, he has chosen to try and scare voters by attacking me. My criminal justice platform actually calls for more resources, and in addition to those calls for accountability, I rolled out a number of policy goals in July to help broadly reform North Carolina’s criminal justice system. You can read those here.
We need to get the message out that this was a blatant scare tactic aimed at misleading the voters of Pitt County. Can you help us combat my opponents' false TV ad by donating today?
I'm no stranger to the importance of law enforcement. In fact, I worked for three years for the United States Attorney's Office for the Western District of North Carolina where I helped support federal prosecutors combatting drug violence, gang activity, white collar crime, and other serious offenses. Here in Greenville, I'm a regular attendee of National Night Out, a community-building campaign that promotes police-community partnerships. Plus, I work with a number of law enforcement agencies through my current job in the private sector.
I'm trying to offer real solutions to some of the most serious issues facing all our people. Part of reforming North Carolina's criminal justice system means making sure local departments can maintain the trust of our communities through the highest level of integrity and accountability. Instead of running false ads, perhaps Perrin Jones should explain to voters why he is against that idea.
As always, thank you for your support.
Sincerely,
Brian Farkas
2020 Candidate for NC House District 9
P.S. I know politics is a tough business, especially when you're trying to bring change, but we can't back away from this fight. We need to compete with my opponent on the airwaves and get our message directly in front of voters -- click here to help us get on TV by donating today.
Paid for by Brian Farkas for NC House
Brian Farkas for NC House
PO Box 2104
Greenville NC 27836 United States
If you believe you received this message in error or wish to no longer receive email from us, please unsubscribe.",373d814ca63b2f31a93a4fa88e67e50d,0,0,0,"This is a very tough one. This is a Democrat who is saying, I'm not soft on crime like my opponent says. I'm actually tough on crime. I will code this as 0,0,0 because it's not really in the same spirit as the ""tough on crime"" attacks I had in mind."
15,"URGENT: Give $5 to defeat McConnell before our strict End-of-Month Deadline and we will 4X-MATCH it. Read why >>
BOLD Democrats is dedicated to ending Donald Trump’s presidency, taking back the Senate, and electing a wave of diverse Democrats. We’re the largest organization working to engage Latino voters -- that’s how we’ll take down Trump. If you really want to receive only our most urgent emails or unsubscribe, click here.
Give $5 to DESTROY McConnell’s Majority before our End-of-Month Deadline at Midnight and we’ll 4X-MATCH it. Read why >>
Mitch McConnell blocked impeachment so Trump could get away with his crimes (CORRUPT)
Now Kentucky voters are FED UP with Mitch McConnell, they see him for the traitor he is!
McConnell’s hanging onto an abysmal 1 point lead! His campaign is falling apart!
And Nate Silver JUST SAID “McConnell could LOSE”
Mitch McConnell
4X MATCH YOUR $5 NOW TO DEFEAT MCCONNELL’S MAJORITY >>
Just look at this NEW POLL:
Mitch McConnell: (R) 47% ⇩
Amy McGrath: (D) 46% ⇧
Amy McGrath is SURGING and now she is within ONE POINT of McConnell!
But Mitch is playing to win, his dark money donors just flooded the district! We need $25,000 by tonight to keep up!
SO WE’RE BEGGING: Please donate $5 right now to Defeat Mitch McConnell’s Majority (4X-Matched!)
4X-MATCH: DONATE $5 >>
4X-MATCH: DONATE $25 >>
4X-MATCH: DONATE $50 >>
[[EMAIL_REDACTED]]
DONATED IN JULY TO DEFEAT MCCONNELL'S MAJORITY?
##NO DONATION##
Don’t forget: McConnell’s Super PAC is spending MILLIONS to keep him afloat.
So if we can’t hit our $25,000 goal, we’ll have no way to respond to his attack ads and Democrats everywhere will GIVE UP on this race.
That would be a disaster. Because if we win in Kentucky, the Senate is OURS.
Don’t wait! Our End-of-Month deadline is at MIDNIGHT, so chip in $5 to defeat McConnell’s Majority and we’ll 4X-Match it >>
4X-MATCH: DONATE $5 >>
4X-MATCH: DONATE $25 >>
4X-MATCH: DONATE $50 >>
4X-MATCH: DONATE $100 >>
4X-MATCH: DONATE $250 >>
4X-MATCH: DONATE ANOTHER AMOUNT >>
\--BOLD Democrats
This message was sent to: [[EMAIL_REDACTED]]
Click here to receive fewer emails. | Click here to unsubscribe.
DESTROY MITCH MCCONNELL’S MAJORITY
ONE: Defeating McConnell is the key to a BLUE Senate.
TWO: Amy Grath just SURGED within 1 point of victory!
Mitch McConnell: (R) 47% ↓↓
Amy McGrath: (D) 46% ↑↑
THREE: But McConnell is spending BIG. So we need all good Democrats to donate to end McConnell’s Majority.
Mitch McConnell
4X-MATCH: DONATE NOW >>
Emails like this one power us to victory! But if you’d like to receive fewer emails from us, click here. If you’d like to unsubscribe from our emails, please click here. If you'd like to change or update your email address, click here. If you can afford to donate to BOLD Democrats, please click here. to make a contribution today.
BOLD Logo
BOLD Democrats
PO Box 75357
Washington, DC 20013
PAID FOR BY CHC BOLD PAC AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE’S COMMITTEE.",386135489d329749a51cf808b3365944,0,0,0,
16,"For the first time in a generation, the House of Representatives will vote on whether to impeach a sitting president for high crimes and misdemeanors. And it's happening tomorrow.
Team –
For the first time in a generation, the House of Representatives will vote on whether to impeach a sitting president for high crimes and misdemeanors.
And it's happening tomorrow.
After months of hearings, shocking revelations, and shameful GOP obstruction, we've arrived at the most critical moment in the Trump-Ukraine affair. Before the House votes, we must show Republicans that we're united against Trump's misconduct and GOP state legislators' efforts to cover for him.
The American people deserve action against Trump's abuse of power. Before the vote begins, add your name to stand with Democrats who are holding the president accountable >>
ADD MY NAME →
With tomorrow's vote, a huge domino could fall in the fight to remove the stain of Trump's presidency from our nation.
If the House chooses to impeach Donald Trump, Republicans will use this moment to rally their hard-right base to give Trump and right-wing legislators another term. But if we, too, mobilize and organize, we WILL overcome their obstruction and finally hold this president accountable.
Before the House votes tomorrow, we must send the message that Democrats are united and ready to fight back in every corner of the nation.
BEFORE THE VOTE: Show Trump and his allies that you're ready to hold them accountable. Sign your name now >>
Thanks,
DLCC Team
DONATE
Democratic Legislative Campaign Committee
1225 Eye Street NW Suite 1250, Washington, DC 20005
Not authorized by any candidate or candidate's committee.
Contributions or gifts to the DLCC are not tax deductible.
The Democratic Legislative Campaign Committee and Grassroots Victory PAC are dedicated to winning and defending Democratic majorities in state legislatures across the country. This message was sent to [[EMAIL_REDACTED]] because you are a part of our grassroots network.
Emails are a crucial way to stay in touch with our supporters. Please add us to your address book or safe senders list to ensure timely election updates.
We're fighting to elect Democrats and advance a progressive vision in the states. Our success depends on grassroots donors like you. Ninety-eight percent of our donors give less than $200, and two-thirds give less than $20. To make a contribution, please click here. To unsubscribe and stop receiving emails about our efforts, please click here.",bc7e98c32177cc7457d2c024660afda5,0,0,0,
17,"You’ve told me over and over throughout this campaign that 18 years of Gerald Malloy’s failed leadership is long enough. View this email in your browser
Dear Friends,
You’ve told me over and over throughout this campaign that 18 years of Gerald Malloy’s failed leadership is long enough. I believe you when you say you’re ready for a change.
But let me ask an important question: are you willing to make a donation to make that change possible?
We can’t afford to let out of control crime rage on for another four years. And we sure can afford additional years of a State Senator who wants to feather his own the nest at public expense.
But heading in a different direction means sending someone different to Columbia to serve us, and that takes money. Which is why I’m writing to you now.
Special interests want to keep the taxpayer gravy train rolling, and they’re shelling out big bucks to re-elect my opponent, making your support especially important.
Every dollar you contribute to our campaign—whether it’s $10 or a $1,000—will be used to show folks who my opponent really represents. And trust me, that’s not me and you.
Donate Now
Are you willing to help fund the change we need in the State Senate? It’s time OUR VOICE is finally heard in Columbia!
For Faith, Family & Freedom,
JD Chaplin
THE MAXIMUM AN INDIVIDUAL OR CORPORATION MAY CONTRIBUTE IS $1,000 PER ELECTION CYCLE. PLEASE DISREGARD IF RECEIVED BY A REGISTERED LOBBYIST IN THE STATE OF SOUTH CAROLINA. SOUTH CAROLINA LAW REQUIRES THE CAMPAIGN TO USE OUR BEST EFFORTS TO REPORT NAME, MAILING ADDRESS AND OCCUPATION OF INDIVIDUALS WHOSE CONTRIBUTIONS EXCEED $100 IN AN ELECTION CYCLE. CONTRIBUTIONS ARE NOT DEDUCTIBLE AS CHARITABLE CONTRIBUTIONS FOR FEDERAL TAX PURPOSES.
Facebook
Website
JD Chaplin for State Senate
Our mailing address is:
3524 Hartsville Hwy.
Darlington, SC 29540
Want to change how you receive these emails?
You can update your preferences or unsubscribe from this list.",0557ae7259858d902164fc127dfeb719,0,0,1,
18,"Not interested? Unsubscribe Here
##
Fellow Conservative,
I’m sure you’re disgusted to witness the devastation of Democrat-run cities as crime and violence spike to record levels under the mob rule of Antifa and violent rioters.
And as Joe Biden, Nancy Pelosi and their far-Left party cheer-on mass rioting and looting across the country, I know you agree that the soul of America is at stake in 2020.
That’s why we’re emailing you to make an urgent request:
Will you donate $25, $50 or more so that we can continue stand with President Trump and fight the far-Left socialists in this pivotal election?
So, your generous donation today will also give a critical push in this crucial final month before the election.
In case you missed my speech at the Republican National Convention, I said,
> “…the Republican Party is the pro-America party, and President Donald J. Trump is the pro-America candidate.”
We’ve been defending President Trump from the never-ending onslaught of attacks, including:
* An insane, fake-news fueled Russia-collusion hoax,
* Robert Mueller’s taxpayer-funded “investigation”, and
* Adam Schiff and the Dem’s despicable impeachment sham!
We CANNOT allow these far-left radicals to win in November!
Will you join our fight to defend conservative values and the United States Constitution by making your best gift of $25, $50 or more?
If Republicans lose in November, conservatives like you and me won’t be able to stop the far-left from radically transforming America into a socialist nation with their radical plans to:
* Defund the police
* Defund Border Patrol
* Defund our Military!
Unlike Joe Biden and his far-Left pals, we are proud of America’s founding conservative principles that created the greatest, most prosperous nation in human history.
So, please join the fight for our cherished conservative values by supporting my re-election with the most generous contribution you can afford.
Thanks in advance for your support.
And may God bless you, and the United States of America!
In liberty,
Jim Jordan
Congressman
##
##  DONATE!",1789e40bd167613edc2e71663d6fd226,1,0,1,
19,"Hey,
If you weren't paying attention to the GOP Convention speaker list, here's one you need to know: Matt Gaetz.
Tonight, on a national stage, Gaetz will sing Trump's praises -- in spite of every crisis Trump created for us, every occasion he utterly failed to rise to, and every burden he put on the backs of the American people.
There's no telling what Gaetz will say exactly, but we'd wager it'll be divisive, tone-deaf, ignorant, self-promotional, and so boastful you'll want to throw your television straight into the garbage.
What Gaetz should be doing, instead of soaking up the limelight, is working with partners in the Senate to deliver relief for communities suffering from the coronavirus. He should be holding Trump accountable for his crimes. He should be apologizing for failing to serve our district with the honor and integrity we deserve.
Let's make this the first and last time we see Gaetz speaking as a congressman at the GOP Convention. Chip in $5 or more now to return honor and integrity to Florida's 1st by electing Phil Ehr to Congress.
If you’ve saved your payment information with ActBlue Express, your donation will go through immediately.
Express Donate $5
Express Donate $20.20
Express Donate $50
Express Donate $100
Express Donate $250
Donate Other Amount
Thanks,
Team Ehr
Phil Ehr is a retired U.S. Navy commander and the Democratic nominee challenging Matt Gaetz for Florida’s 1st Congressional District. Phil is a husband, father, community volunteer, and veteran who rose from Seaman to Commander in a 26-year active duty career. Phil flew reconnaissance missions in the Cold War, Desert Storm, and the Balkans. He provided strategic advice to senior leaders in Washington, London, and NATO in the post Cold War and post 9/11 eras. Phil is fighting to restore honor and integrity to Northwest Florida’s representation. With your help, we will prevent, prepare for, and respond to the next national crisis. We will build an economy that’s fair for working people, families, and small business, cradle to grave. We will correct failing policies on health care, education, the environment, and public safety. We will advance freedom, equality, liberty, and justice for all. We will fight corruption and incompetence to restore trust in American leadership. Join the “Ehr Force” today!
DONATE
P. O. Box 9818, Pensacola, FL 32513 | All content © 2019 Ehr for Congress, All Rights Reserved.
Contributions or gifts to Ehr for Congress are not tax deductible.
If you want the most up-to-date information, follow Phil Ehr on Twitter, Facebook and Instagram.
We try to send only the most important information and opportunities to participate via email.
You can unsubscribe from this list.
We try to send only the most important information and opportunities to participate via email.
You can unsubscribe from this list.",f6ee61c7c4731a4942db5044fbb29706,0,0,0,
20,"This report outlines more about Trump's abuse of power. We need your response now!
Friend, Trump continues to abuse his power to an extent never before seen in American history:
* He refused to divest from his business interests.
* He pardoned his friends and campaign staffers for crimes they committed in his name.
* He was impeached for abusing the power of the presidency.
* He demanded that AG Bill Barr jail all of his political enemies.
* And that was before POLITICO reported that Trump “tramples government boundaries as election nears” with his use of federal resources to prop up his campaign.
These are not minor issues, they’re serious offenses that demand immediate consequences. Over a third of Americans still stand by Trump and his overreach of executive power – but with people casting their ballots right now, we need to know you’re not one of them.
Before the 11:59 p.m. deadline, tell us immediately:
DO YOU APPROVE OF DONALD TRUMP?
NO
YES
Follow us to stay connected and get the latest updates about how Democratic AGs are fighting for your rights:
This email was sent to [[EMAIL_REDACTED]].
To unsubscribe from this email list, please click here.
Paid for by the Democratic Attorneys General Association
Not authorized by any candidate or other political committee. Contributions to DAGA are not deductible as charitable contributions for federal income tax purposes.",d555aa7c2d354de77c6989f5f5f33595,0,0,0,
21,"As violence continues in our streets, Virginia Democrats are trying to lower the penalty for assaulting a police officer. View this email in your browser
Dear Conservative,
I’m Aliscia Andrews. I’m the US Marine and National Security expert running against Socialist Jennifer Wexton in Virginia’s 10th District!
Right now, we need YOUR help to stop the Socialist Left and Mike Bloomberg for buying this district for Jennifer Wexton. Again. Will you help with a donation today?
As we face a wave of crime, violence, and anarchy targeting cops, Democrats decided to INTENTIONALLY make them easier targets.
The Virginia State Senate, controlled by cop-hating Democrats, passed a bill that would make assaulting an officer a misdemeanor and drops the mandatory minimum of six months for assaulting an officer.
This is the Leftist America Democrats are trying to force down our throats!
They are handing this country to criminals—while intentionally trying to get our cops hurt.
We MUST stop this! That’s why I need your help!
Socialist Wexton is part of the Defund the Police effort nationally that would hurt our cops even more!
I need your help to meet my fundraising end of the month goal of $50,000 dollars! We need this money to compete against Wexton’s absentee ballot push!
We are running out of time!
Will you help us reach our goal with a donation of $25, $50, $75, $100, $250, $500, $1,000, or more today?
*HELP US REACH OUR GOAL!*
I have and always will stand with our officers. I know what it feels like to serve in a uniform.
Socialist Wexton is part of the problem. She is standing with the same Leftists actively encouraging violence against our police!
This law the state Senate passed will only serve to encourage violence against our police!
We have to STOP this lawlessness and take our country back! To do that, we must protect the men and women who protect us!
Please send your best donation and help us beat Socialism and lawlessness in Virginia!
Thank you for your support and prayers!
God Bless,
Republican for Congress, VA-10
U.S. Marine
Specialist in National Security
Wife and Mother
Conservative and Patriot
DONATE
[[URL REDACTED]]
[[URL REDACTED]]
[[URL REDACTED]]
Want to change how you receive these emails?
You can update your preferences or unsubscribe from this list.
P.O. Box 46 Catharpin, VA 20143
[[URL REDACTED]]",7c9c803f5a073d56c1e6836e4c1a0ef9,1,1,1,
